objectid,parentid,title,creator,date,year_started,year_gone,valuation,architect,contractor,alternate_names,description,buildings_present,day_book_excerpt,subject,location,latitude,longitude,filename,original_filename,source,identifier,format,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text
cornerstones0006,,Photograph of the front of the Farm House,,,,,,,,,"Photograph of the front of the Farm House showing the lawn in front of the house. Annotation: ""Farm House, Horse & Cattle barns in background on right. n.d.""",Farm House,,,Farm House; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones006_001.jpg,cornerstones006_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2364,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones006_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones006_001_th.jpg,
cornerstones0007,,Photograph of the west side of the Farm House,,1915,,,,,,,"Photograph showing the south-west corner of the Farm House including both the west and south porches. The Creamery, First can be seen in the background to the right (west) of the Farm House. Annotation: ""The Farm House, picture appears in 1915 Alumnus.""",Farm House,,,Farm House; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones007_001.jpg,cornerstones007_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2367,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones007_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones007_001_th.jpg,
cornerstones0008,,Photograph of the flagpole being raised,,03-1908,,,,,,,"Photograph showing the raising of the flagpole on central campus. In the background Bearshear Hall, Marston Hall, the Marston Water Tower, the Hub, and Mirrill Hall can be seen. Annotation: ""Erecting of steel flagpole, ca. March 1908. Beardshear Hall, Marston Hall, water tower, Hub, and Morrill Hall in background.""",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones008_001.jpg,cornerstones008_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2370,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones008_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones008_001_th.jpg,
cornerstones0009,,Photograph of the flagpole raising,,03-1908,,,,,,,"Photograph showing the raising of the flagpole on central campus. In the background Beardshear Hall, Marston Hall, the Marston Water Tower, and the Hub can be seen. Annotation: “Raising of flagpole. Bearshear Hall, Marston Hall, water tower & Hub, 1908.”",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones009_001.jpg,cornerstones009_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2373,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones009_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones009_001_th.jpg,
cornerstones0010,,Photograph of people pouring cement,,1910~,,,,,,,"Photograph of people pouring cement for a driveway. The buildings in the background, from left to right (west to north) are Margaret Hall, North Hall, MacKay Hall, and the Bevier House. Annotation: “Flagpole, n.d.”",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones010_001.jpg,cornerstones010_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2376,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones010_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones010_001_th.jpg,
cornerstones0011,,Photograph of the west side of the Farm House,,1911,,,,,,,"Photograph showing the south-west corner of the Farm House including both the west and south porches. The Creamery, First can be seen in the background to the right (west) of the Farm House. Annotation: “Farm House ca. 1911.”",,,,Farm House; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones011_001.jpg,cornerstones011_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2379,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones011_001_sm.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones011_001_th.jpg,
cornerstones0012,,Photograph of the south side of the Farm House,,09-22-1905,,,,,,,"Photograph of the south side of the Farm House showing the front porch. The Cattle Barn, First can be seen in the background to the right (north-east) of the Farm House. Annotation: “Farm House. Cattle barns in background. Sept. 22, 1905 from south.”",,,,Farm House; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones012_001.jpg,cornerstones012_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2382,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones012_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones012_001_th.jpg,
cornerstones0013,,Photograph of an arbor,,05-27-1907,,,,,,,"Photograph of an arbor with a barn behind it in the background. Annotation: “Summer House at Farm House. May 27, 1907.”",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones013_001.jpg,cornerstones013_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2385,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones013_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones013_001_th.jpg,
cornerstones0014,,Photograph of Dinkey tracks running behind the Farm House,,1906,,,,,,,Photograph of Dinkey tracks as they run behind (north of) the Farm House. Annotation: “Farm House 1906. Motor track in foreground.”,,,,Farm House; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones014_001.jpg,cornerstones014_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2388,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones014_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones014_001_th.jpg,
cornerstones0015,,Photograph overlooking the rear of the orginial Champlin Store and livery,,1900?,,,,,,,"Photograph of the rear of the original Champlin store and livery located at the corner of Lincoln Way and Welch. In the background Marston Cottage can be seen to the left (north-west) while to the right (north) the Marston Water Tower rises above engineering buildings in the distance. Annotation: “House, barn? on campus. Water tower in background ca. 1912.”",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones015_001.jpg,cornerstones015_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2391,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones015_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones015_001_th.jpg,
cornerstones0016,,Photograph of three people and three Percheron horses,,1913,,,,,,,"Photograph of two people holding leads for three Percheron horses while a third person stands nearby. The Cattle Barn, First can be seen in the background with a windmill rising behind it. Annotation: “Percheron horses. Windmill, Cattle Barn (farm barn) ca. 1913.”",,,,First Cattle Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones016_001.jpg,cornerstones016_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2394,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones016_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones016_001_th.jpg,
cornerstones0017,,Photograph of a person holding a lead for a Percheron horse,,1913,,,,,,,"Photograph of a person holding a lead for a Percheron horse in front of the Cattle Barn, First. A little bit of a silo can be seen behind the person and a windmill towers above the barn. Annotation: ""Prized percheron. Cattle Barn (farm barn) in background ca. 1913.""",,,,First Cattle Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones017_001.jpg,cornerstones017_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2397,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones017_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones017_001_th.jpg,
cornerstones0018,,Photograph of three people leading three Percheron horses,,1913,,,,,,,"Photograph of three people leading three Percheron horses between the Cattle Barn, First and the Cattle Barn machine shed. Part of a silo can be seen behind the Cattle Barn and a windmill rises above the Cattle Barn. Annotation: ""Machine Shed left background. Iowa Silo built around 1909 behind Cattle Barn (farm barn), Percheron horses ca. 1913.”",,,,First Cattle Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones018_001.jpg,cornerstones018_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2400,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones018_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones018_001_th.jpg,
cornerstones0019,,Photograph of three people holding leads for three Percheron horses,,1913,,,,,,,"Photograph of three people holding leads for three Percheron horses in front of the Cattle Barn, First. Annotation: “Percheron horses, Cattle Barn (farm barn) in background ca. 1913.”",,,,First Cattle Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones019_001.jpg,cornerstones019_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2403,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones019_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones019_001_th.jpg,
cornerstones0020,,Photograph of the Dinkey tracks as they run west passed the Theater Workshop and Landscape Architecture,,1900?,,,,,,,"Photograph looking west at Dinkey tracks. To the right (north) the Theater Workshop (Judging Pavilion) and Landscape Architecture (Horse Barn, First) can be seen. The Farm House can be seen in the background to the left (south). Annotation: “Motor track looking west. Horse Barn (Land. Arch. Bldg.), theater pavilion on right. Farmhouse on left in background. n.d.”",,,,Theater-Workshop; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones020_001.jpg,cornerstones020_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2406,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones020_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones020_001_th.jpg,
cornerstones0021,,Photograph of the Landscape Architecture (Horse Barn),,1913~,,,,,,,"Photograph of the Landscape Architecture building (Horse Barn), with the Cattle Barn in the background and the Theater Workshop on the right. The view is looking northeast.",,,,Landscape Architecture; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones021_001.jpg,cornerstones021_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2409,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones021_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones021_001_th.jpg,
cornerstones0022,,Photograph of sheep in winter pasture,,,,,,,,,"Photograph of sheep in a snow-covered pasture, with the cattle feeding barn in the background. The view is looking north-northwest.",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones022_001.jpg,cornerstones022_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2412,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones022_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones022_001_th.jpg,
cornerstones0023,,Photograph of horses grazing on the south campus area,,1912~,,,,,,,"Photograph of horses grazing on the south campus area, with sheep barns in the left background, and the hog house in the right background. Looking north, with a creek in the mid-ground.",,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones023_001.jpg,cornerstones023_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2415,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones023_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones023_001_th.jpg,
cornerstones0024,,Photograph of the early Sheep Barn,,,,,,,,,Photograph of the early Sheep Barn showing the exterior of the barn with fenced yards and sheep in the pens. The view is looking northwest.,,,,Sheep Barns; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones024_001.jpg,cornerstones024_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2418,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones024_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones024_001_th.jpg,
cornerstones0025,,Photograph of the Cattle Barn,,,,,,,,,Photograph of the Cattle Barn looking north-northeast.,,,,Cattle Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones025_001.jpg,cornerstones025_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2421,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones025_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones025_001_th.jpg,
cornerstones0026,,Photograph of the Horse Barn and Cattle Barn,,,,,,,,,Photograph of the south and wet elevations of the Horse Barn (Landscape Architecture) on the right and the Cattle Barn in the background. The view is looking northeast. Leafless trees appear in the foreground. ,,,,Landscape Architecture; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones026_001.jpg,cornerstones026_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2424,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones026_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones026_001_th.jpg,
cornerstones0027,,Photograph of the First Horse Barn,,1875,,,,,,,Photograph of the first horse barn from Andreas Atlas. The view is looking southwest.,,,,First Horse Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones027_001.jpg,cornerstones027_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2427,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones027_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones027_001_th.jpg,
cornerstones0028,,Etching of the Piggery from 1884 catalog,,1884,,,,,,,"Etching showing the Piggery from the 1884 catalog depicting the swine breeding barn. Annotation: ""Piggery 1884 catalog.""",,,,Hog Houses; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones028_001.jpg,cornerstones028_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2430,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones028_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones028_001_th.jpg,
cornerstones0029,,Photograph of cows on path,,,,,,,,,Photograph of cows on a path with the Experiment Station Barn in the far left background and feeding shed in the close left background. A tall silo also appears in the photograph. The view is looking south.,,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones030_001.jpg,cornerstones030_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2433,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones030_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones030_001_th.jpg,
cornerstones0030,,Photograph of cows on path,,,,,,,,,Photograph of cows on a path with the Theater Workshop (Judging Pavilion) in the right background. The view is looking south. ,,,,Theater-Workshop; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones031_001.jpg,cornerstones031_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2436,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones031_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones031_001_th.jpg,
cornerstones0031,,Photograph of the Hog Barn and the Pavilion,,,,,,,,,Photograph of the Hog Barn and the Pavilion with swine grazing outside.,,,,Hog Houses; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones032_001.jpg,cornerstones032_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2439,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones032_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones032_001_th.jpg,
cornerstones0032,,Photograph of the Hog Pavilion,,,,,,,,,Photograph of the Hog Pavilion with swine grazing outside. ,,,,Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones033_001.jpg,cornerstones033_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2442,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones033_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones033_001_th.jpg,
cornerstones0033,,Photograph of the Iowa Agricultural College Experiment Barn,,,,,,,,,"Photograph of the Iowa Agricultural College Experiment Barn with several horses and people in the foreground, and the first cattle barn in the background.",,,,Experimental Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones035_001.jpg,cornerstones035_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2445,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones035_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones035_001_th.jpg,
cornerstones0034,,Photograph of the Iowa Agricultural College Experiment Barn,,,,,,,,,"Photograph of the Iowa Agricultural College Experiment Barn with several horses and people in the foreground, and the first cattle barn in the background.",,,,Experimental Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones036_001.jpg,cornerstones036_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2448,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones036_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones036_001_th.jpg,
cornerstones0035,,Photograph of the new Experiment Station Barn,,,,,,,,,Photograph of the new Experiment Station Barn and the Judging Pavilion to the east. The view is looking northeast.,,,,Experiment Station Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones037_001.jpg,cornerstones037_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2451,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones037_001_sm.jpg,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones037_001_th.jpg,
cornerstones0036,,Photograph of the new Experiment Station Barn and the Judging Pavilion,,,,,,,,,Photograph of the new Experiment Station Barn and the Judging Pavilion to the east. The view is looking northeast.,,,,Experiment Station Barn; Ames; Iowa,,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/cornerstones038_001.jpg,cornerstones038_001.jpg,Iowa State University. Facilities Planning and Management records,universityphotographs2454,image/jpeg,"This item is protected by U.S. copyright and related rights. It is being made available by Iowa State University as its rights-holder for noncommercial use, including sharing and adapting the work. No permission is required for noncommercial use so long as attribution is provided. All other uses require permission from Special Collections and University Archives.",https://creativecommons.org/licenses/by-nc/4.0/,image,,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/small/cornerstones038_001_sm.jpg ,https://isuu00001library102stg.blob.core.windows.net/digital-objects/universityphotographs/thumbs/cornerstones038_001_th.jpg,
